RBT,1,0.003000,0.006000
RBT2,1,0.002800,0.004000
BST,1,0.003100,0.003000
AVL,1,0.003200,0.004000
RBT,1001,0.549700,0.625000
RBT2,1001,0.712900,0.828000
BST,1001,5.273300,10.632000
AVL,1001,0.302200,0.293000
RBT,2001,0.322900,0.370000
RBT2,2001,0.434000,0.554000
BST,2001,14.550200,16.056000
AVL,2001,0.515100,0.701000
RBT,3001,0.427200,0.598000
RBT2,3001,0.593100,0.861000
BST,3001,31.827700,34.000000
AVL,3001,0.725500,0.829000
RBT,4001,0.636200,1.072000
RBT2,4001,1.248500,2.510000
BST,4001,66.946700,71.292000
AVL,4001,1.036400,0.972000
RBT,5001,0.848000,1.272000
RBT2,5001,1.081800,2.397000
BST,5001,94.049700,97.570000
AVL,5001,1.637800,2.473000
RBT,6001,1.074600,1.374000
RBT2,6001,1.410700,1.626000
BST,6001,143.429100,152.323000
AVL,6001,2.003600,2.404000
RBT,7001,1.487000,1.896000
RBT2,7001,1.799500,2.506000
BST,7001,228.152500,257.201000
AVL,7001,2.939800,4.705000
RBT,8001,1.804400,2.545000
RBT2,8001,2.105500,3.346000
BST,8001,271.428600,252.166000
AVL,8001,2.510300,2.905000
RBT,9001,1.650200,2.472000
RBT2,9001,2.132400,2.491000
BST,9001,350.790600,335.897000
AVL,9001,3.067200,3.359000
RBT,10001,2.023000,2.357000
RBT2,10001,2.513700,2.905000
BST,10001,480.405600,511.510000
AVL,10001,3.175500,3.770000
RBT,11001,2.154300,2.639000
RBT2,11001,2.938300,3.621000
BST,11001,493.905500,489.582000
AVL,11001,3.616000,3.858000
RBT,12001,2.231400,2.910000
RBT2,12001,3.390900,4.306000
BST,12001,699.902200,793.236000
AVL,12001,4.468800,4.968000
RBT,13001,2.523900,2.868000
RBT2,13001,3.310600,4.120000
BST,13001,706.960100,728.825000
AVL,13001,4.469400,4.697000
RBT,14001,2.725600,3.174000
RBT2,14001,4.079500,5.690000
BST,14001,1044.183000,1306.392000
AVL,14001,4.072100,3.828000
RBT,15001,2.586300,4.008000
RBT2,15001,3.117600,4.005000
BST,15001,1215.115100,1268.459000
AVL,15001,7.920200,9.230000
RBT,16001,4.321400,5.977000
RBT2,16001,5.792400,8.403000
BST,16001,1117.593700,1268.052000
AVL,16001,4.665800,4.302000
RBT,17001,2.947700,3.916000
RBT2,17001,3.463500,4.333000
BST,17001,1157.039500,1284.823000
AVL,17001,7.049300,7.485000
RBT,18001,4.199000,5.448000
RBT2,18001,6.249800,7.054000
BST,18001,1604.176900,1570.964000
AVL,18001,9.448400,10.171000
RBT,19001,4.445700,5.079000
RBT2,19001,6.101800,6.952000
BST,19001,1580.128200,1672.425000
AVL,19001,5.639800,5.599000
RBT,20001,4.550500,7.580000
RBT2,20001,7.720900,10.247000
BST,20001,1697.134600,1686.239000
AVL,20001,5.879500,5.447000
RBT,21001,4.299400,5.340000
RBT2,21001,4.538500,6.010000
BST,21001,1996.885000,1995.229000
AVL,21001,6.308700,5.958000
RBT,22001,5.474200,7.334000
RBT2,22001,7.301200,8.796000
BST,22001,2362.286000,2494.435000
AVL,22001,6.861400,8.024000
RBT,23001,4.233400,5.378000
RBT2,23001,4.913400,6.009000
BST,23001,2814.272600,3236.412000
AVL,23001,9.332900,10.694000
RBT,24001,5.388600,6.441000
RBT2,24001,5.775100,7.131000
BST,24001,3111.179400,4205.734000
AVL,24001,7.381600,6.887000
RBT,25001,4.802200,5.988000
RBT2,25001,5.455000,6.761000
BST,25001,3205.776200,3483.671000
AVL,25001,8.324700,9.032000
RBT,26001,4.798800,5.718000
RBT2,26001,9.768300,10.851000
BST,26001,3838.899700,4440.574000
AVL,26001,11.599300,12.154000
RBT,27001,6.081500,6.735000
RBT2,27001,8.086800,9.947000
BST,27001,6253.840100,8730.672000
AVL,27001,19.943600,20.823000
RBT,28001,9.614600,20.645000
RBT2,28001,9.362300,11.102000
BST,28001,8070.244100,7695.646000
AVL,28001,14.658100,19.248000
RBT,29001,8.465600,12.604000
RBT2,29001,13.959100,19.459000
BST,29001,8864.148500,11173.435000
AVL,29001,19.805700,29.178000
RBT,30001,21.779800,34.819000
RBT2,30001,11.343100,16.724000
BST,30001,10756.310300,11967.486000
AVL,30001,20.383200,21.770000
RBT,31001,11.007000,15.383000
RBT2,31001,14.572100,16.080000
BST,31001,10800.363900,15039.808000
AVL,31001,22.890400,26.718000
RBT,32001,12.140800,19.597000
RBT2,32001,16.264000,18.240000
BST,32001,13439.660800,14100.748000
AVL,32001,26.239800,30.556000
RBT,33001,13.160100,21.638000
RBT2,33001,17.096600,28.472000
BST,33001,12081.946200,16026.431000
AVL,33001,32.618600,37.929000
RBT,34001,16.942000,21.158000
RBT2,34001,20.320800,32.826000
BST,34001,13405.823700,15625.758000
AVL,34001,27.065600,36.675000
RBT,35001,15.579600,25.204000
RBT2,35001,18.961300,31.341000
BST,35001,11641.216000,13404.633000
AVL,35001,17.569400,17.236000
RBT,36001,11.195800,16.073000
RBT2,36001,13.938500,17.457000
BST,36001,13347.098300,17351.690000
AVL,36001,21.135200,24.710000
RBT,37001,11.358800,17.545000
RBT2,37001,14.191100,16.305000
BST,37001,14473.507100,19389.343000
AVL,37001,20.715500,28.700000
RBT,38001,11.313600,17.981000
RBT2,38001,16.132300,27.650000
BST,38001,14200.090700,15927.608000
AVL,38001,20.816500,22.605000
RBT,39001,12.558800,18.387000
RBT2,39001,14.704500,18.503000
BST,39001,12830.447000,14342.330000
AVL,39001,20.023100,19.006000
RBT,40001,12.152000,19.182000
RBT2,40001,14.579100,18.108000
BST,40001,15004.832600,16314.943000
AVL,40001,20.878700,20.340000
RBT,41001,11.911900,18.676000
RBT2,41001,15.252400,16.985000
BST,41001,15674.236300,19262.308000
AVL,41001,41.587200,71.888000
RBT,42001,12.097600,19.348000
RBT2,42001,14.393200,17.859000
BST,42001,18929.449800,22312.563000
AVL,42001,30.826200,32.460000
RBT,43001,12.234700,19.436000
RBT2,43001,20.813900,25.969000
BST,43001,19996.570800,20474.617000
AVL,43001,21.843200,20.866000
RBT,44001,13.268600,19.925000
RBT2,44001,15.449000,18.615000
BST,44001,19443.705300,21617.101000
AVL,44001,35.790300,48.666000
RBT,45001,17.560000,22.840000
RBT2,45001,25.629700,35.872000
BST,45001,19304.598600,22647.098000
AVL,45001,24.256400,24.785000
RBT,46001,13.244100,20.718000
RBT2,46001,16.226600,20.213000
BST,46001,20139.276900,22428.515000
AVL,46001,25.822400,34.712000
RBT,47001,14.422900,21.211000
RBT2,47001,17.647200,21.576000
BST,47001,24265.342400,29856.022000
AVL,47001,23.308900,24.902000
RBT,48001,15.191700,20.731000
RBT2,48001,16.993300,20.987000
BST,48001,22835.064100,26822.856000
AVL,48001,27.486700,29.567000
RBT,49001,15.172600,23.393000
RBT2,49001,18.651400,24.839000
BST,49001,24252.763100,27880.705000
AVL,49001,37.882000,46.708000
RBT,50001,19.173300,27.580000
RBT2,50001,30.164500,40.971000
BST,50001,24478.591600,31411.619000
AVL,50001,27.786500,32.110000
RBT,51001,13.407300,18.509000
RBT2,51001,19.266700,20.111000
BST,51001,23650.544100,25668.809000
AVL,51001,29.201800,30.818000
RBT,52001,13.657000,19.431000
RBT2,52001,20.311600,21.679000
BST,52001,20647.736400,21727.527000
AVL,52001,21.503700,23.147000
RBT,53001,11.604800,16.064000
RBT2,53001,14.634200,15.526000
BST,53001,13823.435900,12897.094000
AVL,53001,20.970100,21.291000
RBT,54001,11.395400,16.197000
RBT2,54001,15.075100,16.085000
BST,54001,14532.425200,13642.559000
AVL,54001,21.580600,22.782000
RBT,55001,11.665600,16.521000
RBT2,55001,16.016900,16.684000
BST,55001,15124.757400,14061.258000
AVL,55001,23.139000,22.622000
RBT,56001,12.054700,16.974000
RBT2,56001,15.884200,17.314000
BST,56001,15959.065400,14697.620000
AVL,56001,22.859000,23.697000
RBT,57001,12.193700,17.494000
RBT2,57001,16.516800,17.384000
BST,57001,16886.116200,15787.024000
AVL,57001,24.042500,24.160000
RBT,58001,12.499100,18.542000
RBT2,58001,16.779600,17.202000
BST,58001,16809.496900,15561.977000
AVL,58001,23.847400,23.823000
RBT,59001,13.097700,19.552000
RBT2,59001,17.310800,18.259000
BST,59001,18322.793000,16936.692000
AVL,59001,25.257700,25.025000
RBT,60001,12.941000,19.656000
RBT2,60001,16.820600,17.715000
BST,60001,18388.207000,17123.128000
AVL,60001,25.095000,25.247000
RBT,61001,13.381500,19.922000
RBT2,61001,17.405900,18.142000
BST,61001,19803.643000,18321.219000
AVL,61001,25.699800,27.332000
RBT,62001,13.724300,22.017000
RBT2,62001,18.985800,20.155000
BST,62001,20692.660900,19256.126000
AVL,62001,27.030900,27.375000
RBT,63001,13.836400,19.919000
RBT2,63001,18.516400,19.292000
BST,63001,22305.345700,20749.333000
AVL,63001,27.448100,28.857000
RBT,64001,14.253400,21.264000
RBT2,64001,19.548600,20.286000
BST,64001,23101.291700,21386.042000
AVL,64001,28.739600,28.935000
RBT,65001,14.712900,21.794000
RBT2,65001,19.364600,20.328000
BST,65001,23662.752600,21756.986000
AVL,65001,28.461800,28.704000
RBT,66001,15.041900,22.840000
RBT2,66001,20.964300,21.427000
BST,66001,25561.090200,23420.934000
AVL,66001,30.154800,30.539000
RBT,67001,15.502300,22.139000
RBT2,67001,20.991100,22.368000
BST,67001,25977.138700,24092.341000
AVL,67001,29.644800,29.639000
RBT,68001,15.712500,23.322000
RBT2,68001,21.395000,22.052000
BST,68001,26950.961700,25152.326000
AVL,68001,31.637400,31.400000
RBT,69001,15.836100,22.321000
RBT2,69001,21.379700,21.986000
BST,69001,26606.167300,24681.112000
AVL,69001,30.677900,30.004000
RBT,70001,16.151200,23.696000
RBT2,70001,22.691900,23.710000
BST,70001,29637.827200,27607.190000
AVL,70001,32.346200,32.106000
RBT,71001,16.428800,23.851000
RBT2,71001,22.922100,23.942000
BST,71001,29203.081700,27406.806000
AVL,71001,32.783700,32.297000
RBT,72001,16.634700,24.250000
RBT2,72001,23.205000,24.179000
BST,72001,30234.987100,28033.132000
AVL,72001,33.584100,33.601000
RBT,73001,17.499000,24.410000
RBT2,73001,24.048200,24.761000
BST,73001,31721.861100,29110.840000
AVL,73001,34.031700,33.799000
RBT,74001,18.237000,26.583000
RBT2,74001,24.430500,25.407000
BST,74001,32708.120300,30379.095000
AVL,74001,34.866800,34.707000
RBT,75001,18.925500,26.781000
RBT2,75001,24.423600,25.313000
BST,75001,36577.731500,34780.474000
AVL,75001,34.168200,34.285000
RBT,76001,18.994300,27.682000
RBT2,76001,25.442200,26.964000
BST,76001,38183.548800,35240.782000
AVL,76001,36.278900,35.955000
RBT,77001,18.823800,26.088000
RBT2,77001,25.766400,27.597000
BST,77001,39027.650800,35558.204000
AVL,77001,35.801800,35.601000
RBT,78001,19.196500,27.369000
RBT2,78001,25.529100,26.307000
BST,78001,38975.094000,37424.383000
AVL,78001,36.600200,36.868000
RBT,79001,19.658500,27.915000
RBT2,79001,26.822600,27.537000
BST,79001,39171.337300,38002.752000
AVL,79001,36.999700,36.322000
RBT,80001,20.229600,27.921000
RBT2,80001,27.055700,29.318000
BST,80001,41816.653200,38898.200000
AVL,80001,38.293200,39.212000
RBT,81001,20.692700,28.760000
RBT2,81001,27.023300,30.675000
BST,81001,43408.803300,46402.466000
AVL,81001,38.019500,39.009000
RBT,82001,20.298400,29.740000
RBT2,82001,27.540000,29.030000
BST,82001,47201.073000,43054.054000
AVL,82001,38.855400,39.122000
RBT,83001,21.238400,30.910000
RBT2,83001,28.168400,30.422000
BST,83001,44059.655500,41135.474000
AVL,83001,39.386100,40.626000
RBT,84001,21.542800,31.320000
RBT2,84001,28.591400,31.849000
BST,84001,48076.392400,46723.326000
AVL,84001,39.588900,42.589000
RBT,85001,22.326800,31.074000
RBT2,85001,29.428700,33.372000
BST,85001,49288.420100,46347.927000
AVL,85001,40.300800,41.121000
RBT,86001,22.163500,29.593000
RBT2,86001,30.114800,33.692000
BST,86001,41629.530000,38195.096000
AVL,86001,40.772900,40.835000
RBT,87001,22.877300,31.766000
RBT2,87001,29.442400,32.083000
BST,87001,46035.271800,43623.289000
AVL,87001,41.543800,42.307000
RBT,88001,23.203300,33.132000
RBT2,88001,30.296500,34.738000
BST,88001,44799.315700,41943.571000
AVL,88001,38.285700,37.893000
RBT,89001,23.594400,31.884000
RBT2,89001,30.443700,34.794000
BST,89001,46479.371400,44055.843000
AVL,89001,39.633900,39.363000
RBT,90001,23.365200,31.789000
RBT2,90001,31.644100,34.976000
BST,90001,49522.679200,47242.932000
AVL,90001,39.238200,38.587000
RBT,91001,24.419600,31.389000
RBT2,91001,31.931100,35.499000
BST,91001,55009.979000,55842.243000
AVL,91001,41.703600,40.602000
RBT,92001,24.645800,34.022000
RBT2,92001,31.379300,34.998000
BST,92001,58948.172800,58851.955000
AVL,92001,44.151500,45.952000
RBT,93001,25.406000,35.177000
RBT2,93001,32.229100,34.300000
BST,93001,59941.590300,61556.156000
AVL,93001,45.024500,46.793000
RBT,94001,25.772900,35.971000
RBT2,94001,33.023100,36.206000
BST,94001,63377.843800,65311.210000
AVL,94001,43.798200,47.564000
RBT,95001,26.007700,36.146000
RBT2,95001,33.616800,37.486000
BST,95001,63104.433200,61831.680000
AVL,95001,46.284600,47.887000
RBT,96001,26.519400,36.665000
RBT2,96001,33.566800,36.668000
BST,96001,63471.468400,63304.670000
AVL,96001,43.596600,46.298000
RBT,97001,26.139100,35.081000
RBT2,97001,34.802900,38.581000
BST,97001,63614.079700,61624.037000
AVL,97001,44.264600,44.615000
RBT,98001,26.447800,37.130000
RBT2,98001,34.753000,37.499000
BST,98001,70184.193800,73126.502000
AVL,98001,45.079900,44.703000
RBT,99001,27.134100,39.618000
RBT2,99001,36.131800,39.330000
BST,99001,69872.807600,67789.716000
AVL,99001,44.847400,49.064000
RBT,100001,27.134600,36.632000
RBT2,100001,35.328800,38.080000
BST,100001,75687.521400,76700.967000
AVL,100001,46.464200,46.528000
